"Data" "Rs" "Tmax" "Tmin" "RHmax" "u2" "RHmin" "DiaJuliano" "N" "Qo" "n" "n.N" "Tmed" "esMax" "esMin" "esMed" "ea" "DPV" "Delta" "BOC" "BOL" "Rn" "ETP.Penman" "W" "ETP.Priestley"
"18" 1980-01-18 19.9 32.1 21.2 80.55 1.04 80.55 18 12.378508223406 38.2325517563701 6.69674498223594 0.540997740711062 26.65 4.79254819773338 2.52061886287571 3.65658353030454 2.94537803366031 0.711205496644234 0.215082026730209 15.323 -0.426123700348333 14.8968762996517 4.7849715485378 0.7495 5.74210737596002
"19" 1980-01-19 25.72 32.5 23.9 80.57 1.09 80.57 19 12.3745327818963 38.9196129973963 10.1681368948793 0.821698651100187 28.2 4.90205621621115 2.97031178298112 3.93618399959614 3.17138344847461 0.764800551121529 0.228832810641826 19.8044 -0.565806144488682 19.2385938555113 6.15250838059789 0.765 7.56901249686831
"20" 1980-01-20 16.1 32.5 21.9 83.77 0.81 83.77 20 12.3704469362776 38.4988508849086 4.16127732844164 0.336388600175655 27.2 4.90205621621115 2.63107759181221 3.76656690401168 3.15525309549058 0.611313808521095 0.220630874998872 12.397 -0.269724268826893 12.1272757311731 3.91039993961874 0.755 4.70884791961836
"21" 1980-01-21 25.27 33.3 22.9 72 0.666667 72 21 12.366252705054 37.3636772529315 10.5440926383285 0.85265058783888 28.1 5.12760852811486 2.79620529929478 3.96190691370482 2.85257297786747 1.10933393583735 0.230501833582762 19.4579 -0.666617693801681 18.7912823061983 6.15351756030368 0.764 7.38336326499541
"22" 1980-01-22 22.8 33 21.7 78.58 1.23 78.58 22 12.3619521314938 36.5487248254469 9.24240792065257 0.747649547768934 27.35 5.04199253116929 2.59909455849997 3.82054354483463 3.00218311753105 0.818360427303577 0.223539003893579 17.556 -0.553327052588123 17.0026729474119 5.52725311135681 0.7565 6.6150113578545
"23" 1980-01-23 14.28 32.2 24.5 86.67 1.2 86.67 23 12.3575472807886 36.8025027356688 3.41110541957688 0.276034179119013 28.35 4.81972400089639 3.07925484848314 3.94948942468976 3.42302248437862 0.526466940311146 0.229347108357369 10.9956 -0.210120310996842 10.7854796890032 3.52420079774495 0.7665 4.25163609340504
"24" 1980-01-24 18.39 32.4 22.6 83.97 1.32 83.97 24 12.3530402372622 37.9157150505079 5.80650115160651 0.470046323826545 27.5 4.87447745830983 2.74574242884056 3.8101099435752 3.19934931962009 0.610760623955104 0.22267604560432 14.1603 -0.345017703923341 13.8152822960767 4.45222129941978 0.758 5.385591761362
"25" 1980-01-25 26.59 32.9 22.7 81.03 1.54 81.03 25 12.3484331016345 38.9079510938996 10.7038161875318 0.866815740866346 27.8 5.01373106822062 2.76247427645024 3.88810267233543 3.1505295953934 0.737573076942031 0.226720203819525 20.4743 -0.595369949482918 19.8789300505171 6.31629740493942 0.761 7.78004525234237
"26" 1980-01-26 15.41 32.3 25.3 79.59 0.82 79.59 26 12.3437279883469 38.9061981041564 3.60636454366482 0.292161699210271 28.8 4.84703357077636 3.22992591323073 4.03847974200354 3.21422602666062 0.824253715342923 0.23372227966857 11.8657 -0.242001045352544 11.6236989546475 3.9085055746407 0.771 4.60896268835992
"27" 1980-01-27 10.99 28.2 22 77.74 1.63 77.74 27 12.3389270229568 37.9279290417237 0.981193611567756 0.0795201730054991 25.1 3.83135222592046 2.64719766525022 3.23927494558534 2.51821234269804 0.721062602887297 0.192793374348891 8.4623 -0.144161516344285 8.31813848365572 3.01057629881352 0.734 3.13997844703027
"28" 1980-01-28 13.21 30.4 21.9 89.5 2.333333 89.5 28 12.3340323396046 36.8662824476741 2.67209406255889 0.216643996787554 26.15 4.35050052930936 2.63107759181221 3.49078906056078 3.1242562092019 0.366532851358882 0.206110043309041 10.1717 -0.197412668101205 9.9742873318988 3.11444076191229 0.7445 3.81901212956502
"29" 1980-01-29 9.74 28.6 21.8 85.85 1.05 85.85 29 12.3290460785602 36.6898091526956 0.381431359414497 0.0309376213685982 25.2 3.92151635996641 2.61504335174219 3.2682798558543 2.80581825625092 0.462461599603385 0.194371495318508 7.4998 -0.0962980274594577 7.40350197254054 2.41262465984089 0.735 2.79852374562033
"30" 1980-01-30 13.06 32.2 22.3 82.5 0.333333 82.5 30 12.3239703838528 37.5737811392138 2.40521503829698 0.195165597074816 27.25 4.81972400089639 2.69607677209296 3.75790038649468 3.10026781885811 0.657632567636568 0.220040025229867 10.0562 -0.189129662371581 9.86707033762842 3.17206351272556 0.7555 3.83377970061168
"31" 1980-01-31 10.53 28.1 22.9 89.75 0.666667 89.75 31 12.3188074009886 38.7421749856357 0.537021679882743 0.0435936420143762 25.5 3.80909525961384 2.79620529929478 3.30265027945431 2.96412862581024 0.338521653644067 0.195967395459096 8.1081 -0.0987873958600539 8.00931260413995 2.48016564847926 0.738 3.03987738952557
"32" 1980-02-01 15.76 31.9 22.7 84.5 1.333333 84.5 32 12.3135592747599 39.1627617138499 3.75374177008179 0.304846201355941 27.3 4.73859569667794 2.76247427645024 3.75053498656409 3.16920206364665 0.581332922917434 0.219525763084249 12.1352 -0.24953721286204 11.885662787138 3.86760043177125 0.756 4.62114569163924
"33" 1980-02-02 9.74 28.5 23.3 94 1 94 33 12.3082281471499 38.4726507337097 0.0779567542455786 0.00633371053197695 25.9 3.89880391696708 2.86474788319594 3.38177590008151 3.17886934607662 0.202906554004891 0.200052972627834 7.4998 -0.0688623066898578 7.43093769331014 2.24756938089612 0.742 2.83564582376715
"34" 1980-02-03 16.08 31.5 22.9 83.25 1 83.25 34 12.302816155334 37.3043223137123 4.4548311733301 0.362098491685471 27.2 4.63227185039717 2.79620529929478 3.71423857484597 3.09210361355927 0.622134961286701 0.217565684509687 12.3816 -0.293032632615913 12.0885673673841 3.91614056339485 0.755 4.69381801493571
"35" 1980-02-04 11.33 32 23.1 87.25 1 87.25 35 12.2973254297832 36.7191627817873 1.44021930550952 0.117116466806791 27.55 4.76550561212473 2.83029542747326 3.79790051979899 3.31366820352462 0.484232316274372 0.221878685558815 8.7241 -0.128871304224003 8.595228695776 2.82068693785474 0.7585 3.35287592524085
"36" 1980-02-05 9.75 25.5 22 90.79 1.27 90.79 36 12.2917580924686 37.2558143186126 0.287728356715197 0.0234082345707319 23.75 3.26858328947207 2.64719766525022 2.95789047736115 2.68546876439618 0.272421712964961 0.177871614955691 7.5075 -0.0937433279045495 7.41375667209545 2.23474565396828 0.7205 2.74711457944017
"37" 1980-02-06 13.08 30.3 22.4 83.25 1 83.25 37 12.2861162551707 38.4466056093483 2.21671242019784 0.180424177515406 26.35 4.32564032058364 2.71254407232117 3.51909219645241 2.92964425354663 0.589447942905778 0.207466054484317 10.0716 -0.190965974479407 9.88063402552059 3.22730720696363 0.7465 3.79331655431201
"38" 1980-02-07 12.9 29.9 22.5 90.12 1.28 90.12 38 12.2804020178944 39.2361863420261 1.93485422959704 0.157556261332297 26.2 4.22743064825167 2.72909915958635 3.47826490391901 3.13461233141181 0.343652572507198 0.205292635284902 9.933 -0.161214243648588 9.77178575635141 3.02573488707073 0.745 3.74398991407635
"39" 1980-02-08 11.9 29 23.2 87.79 1.41 87.79 39 12.2746174673893 38.9275728260815 1.36729210615362 0.111391830318638 26.1 4.01352188203454 2.84747616210747 3.43049902207101 3.01163509147614 0.41886393059487 0.202627185765476 9.163 -0.140441803757921 9.02255819624208 2.88014992907329 0.744 3.45228855325925
"40" 1980-02-09 11.02 27.5 21.8 88.36 1.02 88.36 40 12.2687646757776 37.8074429379134 1.01774307556985 0.0829539976081857 24.65 3.67790262555033 2.61504335174219 3.14647298864626 2.78022353276784 0.366249455878425 0.187914008284838 8.4854 -0.131920305645359 8.35347969435464 2.58861126937109 0.7295 3.13398691047345
"41" 1980-02-10 11.81 29.5 22 86.5 2 86.5 41 12.2628456992886 36.8896067410172 1.72033923203546 0.140288744898361 25.75 4.13116624195059 2.64719766525022 3.3891819536004 2.93164238986435 0.457539563736054 0.200719805305489 9.0937 -0.163226562029508 8.93047343797049 2.935515009482 0.7405 3.40097944156311
"42" 1980-02-11 14.83 29.3 22.7 87.5 1.333333 87.5 42 12.2568625771002 37.0061676929726 3.69529720592537 0.301488018053607 26 4.08375335871885 2.76247427645024 3.42311381758454 2.99522459038648 0.427889227198068 0.202344579779382 11.4191 -0.261857112666291 11.1572428873337 3.4754713355783 0.743 4.26334189643431
"43" 1980-02-12 15.95 30.7 22 83.5 2.333333 83.5 43 12.2508173302865 38.0611351770253 4.14231117606727 0.338125291104182 26.35 4.42582813246084 2.64719766525022 3.53651289885553 2.95298827054437 0.583524628311163 0.208493081965315 12.2815 -0.2914724548443 11.9900275451557 3.95300968971782 0.7465 4.60314286069306
"44" 1980-02-13 12.45 28.5 22.2 91.25 0.666667 91.25 44 12.2447119608708 39.1160173693908 1.67223427517351 0.136567873586354 25.35 3.89880391696708 2.67969686536044 3.28925039116376 3.00144098193693 0.28780940922683 0.195395284577737 9.5865 -0.155426900333914 9.43107309966608 2.86575172793954 0.7365 3.57222103092209
"45" 1980-02-14 10.06 29.9 21.6 93.75 2 93.75 45 12.2385484509835 39.2310415626686 0.157377757872976 0.0128591849354757 25.75 4.22743064825167 2.58323082693494 3.40533073759331 3.19249756649373 0.212833171099581 0.201676195615409 7.7462 -0.07211367625369 7.67408632374631 2.29642329945989 0.7405 2.92251133169184
"46" 1980-02-15 9.9 27.3 21.6 90.14 1.12 90.14 46 12.2323287621228 38.3078641966023 0.206300067674773 0.0168651506746269 24.45 3.63505526012759 2.58323082693494 3.10914304353126 2.80258153943908 0.306561504092183 0.185968452255234 7.623 -0.085998611391549 7.53700138860845 2.3162636419164 0.7275 2.81991523382365
