"Data" "Rs" "Tmax" "Tmin" "RHmax" "u2" "RHmin" "DiaJuliano" "N" "Qo" "n" "n.N" "Tmed" "esMax" "esMin" "esMed" "ea" "DPV" "Delta" "BOC" "BOL" "Rn" "ETP.Penman" "W" "ETP.Priestley"
"92" 1980-04-01 24.44 33.5 21.5 66.5 2 66.5 92 11.9150290656752 35.3733788760353 10.5070313837746 0.881830109340081 27.5 5.18538454146427 2.56745177328265 3.87641815737346 2.57781807465335 1.29860008272011 0.226551327698104 18.8188 -0.758169661794824 18.0606303382052 6.47479964985147 0.758 7.04054972384204
"93" 1980-04-02 19.49 33.6 23.5 77.5 2 77.5 93 11.9080247633969 35.444413787312 7.14183984659743 0.599750167513101 28.55 5.21448386487383 2.89956591164399 4.05702488825891 3.14419428840065 0.912830599858255 0.235237359949239 15.0073 -0.438304774714403 14.5689952252856 5.08474505872667 0.7685 5.7580831700393
"94" 1980-04-03 11.06 29.6 23 86.24 1.19 86.24 94 11.9010390382492 36.3886948398234 1.28389723269507 0.107881104210204 26.3 4.15505175634096 2.81320527436618 3.48412851535357 3.00471243164092 0.479416083712652 0.205482721094161 8.5162 -0.138994978169904 8.3772050218301 2.7396589656404 0.746 3.21397454380384
"95" 1980-04-04 19.25 32.2 22.6 77.75 0.666667 77.75 95 11.8940733915986 37.289391977716 6.33318031203495 0.532465212170995 27.4 4.81972400089639 2.74574242884056 3.78273321486847 2.94107507456024 0.841658140308235 0.221243125091339 14.8225 -0.425522101370914 14.3969778986291 4.67619207061612 0.757 5.60494916704914
"96" 1980-04-05 18.29 32.2 24 83 0.666667 83 96 11.8871293403173 37.271354183795 5.72306780915879 0.48145078978387 28.1 4.81972400089639 2.98823186855641 3.9039779347264 3.24030168582291 0.663676248903489 0.227131553522442 14.0833 -0.34828259832278 13.7350174016772 4.42326401053671 0.764 5.39668455165329
"97" 1980-04-06 20.22 31.6 21.9 78.89 0.99 78.89 97 11.8802084176844 36.2840064572326 7.30087095682588 0.614540646101637 26.75 4.6586565238543 2.63107759181221 3.64486705783326 2.87543562192466 0.7694314359086 0.214230500777719 15.5694 -0.488477558572931 15.0809224414271 4.8664971467087 0.7505 5.82080517889252
"98" 1980-04-07 8.98 28.8 23.5 89.5 1 89.5 98 11.8733121742438 35.1430462710297 0.131249495246687 0.0110541602309926 26.15 3.96728698956154 2.89956591164399 3.43342645060276 3.07291667328947 0.36050977731329 0.202723127108247 6.9146 -0.0752056191017178 6.83939438089828 2.1928647808913 0.7445 2.61870640281194
"99" 1980-04-08 10.46 29.1 21.2 91.82 1.21 91.82 99 11.8664421786162 34.7968734122295 1.2009247701703 0.101203440095499 25.15 4.03681465979829 2.52061886287571 3.278716761337 3.01051773025963 0.268199031077367 0.195066504069291 8.0542 -0.132377958276444 7.92182204172356 2.41729049304912 0.7345 2.99241169181792
"100" 1980-04-09 15.1 30.3 21.1 86.29 1.47 86.29 100 11.8596000182608 35.4775848334879 4.16558619690591 0.351241710554483 25.7 4.32564032058364 2.50517471082936 3.4154075157065 2.94715514530314 0.468252370403361 0.202349896620816 11.627 -0.298096692384516 11.3289033076155 3.56514484730583 0.74 4.31145691592681
"101" 1980-04-10 23.92 32.1 22.2 73 0.666667 73 101 11.852787300185 36.4966844259291 9.61028737614338 0.810804001856455 27.15 4.79254819773338 2.67969686536044 3.73612253154691 2.72736944802924 1.00875308351767 0.21893032534988 18.4184 -0.661572694707794 17.7568273052922 5.7436294238343 0.7545 6.89015633237638
"102" 1980-04-11 21.16 32.5 21.2 80.25 0.666667 80.25 102 11.8460056515986 36.865311761538 7.67576889810317 0.6479626233394 26.85 4.90205621621115 2.52061886287571 3.71133753954343 2.9783483754836 0.732989164059828 0.217972235589059 16.2932 -0.490658402928082 15.8025415970719 5.03533763986654 0.7515 6.10745657667405
"103" 1980-04-12 20.65 33.1 21.4 70 2 70 103 11.8392567205085 36.1802507716863 7.59496294654924 0.641506736938382 27.25 5.07039221832173 2.55175701516125 3.81107461674149 2.66775223171904 1.14332238502245 0.223153588060627 15.9005 -0.553434616527551 15.3470653834724 5.54217790190386 0.7555 5.96299263285262
"104" 1980-04-13 17.47 32.9 22.2 80.75 0.666667 80.75 104 11.8325421762525 34.9818359189264 5.90212016487779 0.498804067373039 27.55 5.01373106822062 2.67969686536044 3.84671396679053 3.10622152818335 0.740492438607177 0.22473043572963 13.4519 -0.377180852960064 13.0747191470399 4.24878399844507 0.7585 5.10026115755818
"105" 1980-04-14 21.73 32.5 21.6 79.98 1.29 79.98 105 11.8258637099672 34.2661315748037 9.08590265638243 0.768307743029758 27.05 4.90205621621115 2.58323082693494 3.74264352157304 2.99336628855412 0.749277233018923 0.219478401296238 16.7321 -0.566442230451609 16.1656577695484 5.22200550216867 0.7535 6.26442332366814
"106" 1980-04-15 17.5 31.4 21.1 81.26 1.09 81.26 106 11.8192230349882 34.591872631685 6.04905896644138 0.511798360055857 26.25 4.6060171365562 2.50517471082936 3.55559592369278 2.88927724759275 0.666318676100027 0.209777213633013 13.475 -0.414208212121516 13.0607917878785 4.21119965973522 0.7455 5.00750757147261
"107" 1980-04-16 22.21 33.7 20.6 77.5 1.333333 77.5 107 11.8126218871794 35.5829868533629 8.83996840588875 0.748349391889285 27.15 5.24372483129779 2.42918815696604 3.83645649413191 2.97325378295223 0.863202711179681 0.224809722207692 17.1017 -0.558946109926759 16.5427538900732 5.45012045513762 0.7545 6.41906115945956
"108" 1980-04-17 21.11 32.2 22.3 60.75 2.666667 60.75 108 11.8060620251875 36.2696850048104 7.83990440681524 0.664057531638347 27.25 4.81972400089639 2.69607677209296 3.75790038649468 2.28292448479552 1.47497590169916 0.220040025229867 16.2547 -0.657744485933847 15.5969555140662 6.29848064163799 0.7555 6.0600856581653
"109" 1980-04-18 23.7 32 18.7 75.96 2.18 75.96 109 11.79954523062 35.9588137335867 9.65408986956346 0.818174741557918 25.35 4.76550561212473 2.15850233047289 3.46200397129881 2.62973821659857 0.832265754700234 0.205657572618499 18.249 -0.675997020616463 17.5730029793835 5.73553249714713 0.7365 6.65615144279107
"110" 1980-04-19 23.64 32.1 18.9 76.97 1.44 76.97 110 11.7930733081425 34.8523607734417 10.101705463113 0.856579553027825 25.5 4.79254819773338 2.185693536912 3.48912086732269 2.68557633157827 0.803544535744416 0.207031889832485 18.2028 -0.69038056466743 17.5124194353326 5.6089767800802 0.738 6.64671370797022
"111" 1980-04-20 23.28 33 20.5 65.25 0.666667 65.25 111 11.7866480854934 33.8622627396193 10.3131043073141 0.874981948430875 26.75 5.04199253116929 2.41423507783639 3.72811380450284 2.4325942574381 1.29551954706474 0.21912340686844 17.9256 -0.787008948748884 17.1385910512511 5.68584474215882 0.7505 6.61500647175289
"112" 1980-04-21 18.68 32.2 20.6 69.31 2.06 69.31 112 11.7802714134129 33.7913039204142 7.13424894094318 0.605609895610742 26.4 4.81972400089639 2.42918815696604 3.62445607893122 2.51211050830723 1.11234557062399 0.21359669858835 14.3836 -0.552784769861377 13.8308152301386 5.09813403333876 0.747 5.31340404526983
"113" 1980-04-22 13.39 31.2 19.7 73.5 0.666667 73.5 113 11.773945165483 34.6159121404096 3.22173587054681 0.273632654583087 25.45 4.55389544205531 2.29747944287496 3.42568744246513 2.51788027021187 0.90780717225326 0.203345347530515 10.3103 -0.292360822012155 10.0179391779878 3.35229685458627 0.7375 3.79966121679396
"114" 1980-04-23 17.27 31.1 18.7 76.1 1.4 76.1 114 11.7676712378772 35.5116592592156 5.56185216459689 0.472638303039488 24.9 4.52802739291588 2.15850233047289 3.34326486169439 2.54422455974943 0.799040301944959 0.199286262913288 13.2979 -0.435990466377694 12.8619095336223 4.28292241797532 0.732 4.8419577147145
"115" 1980-04-24 20.26 33.5 19.8 63.5 2.333333 63.5 115 11.7614515490165 35.5947262206487 7.5081682378212 0.63837088530531 26.65 5.18538454146427 2.31179835858283 3.74859145002355 2.38035557076495 1.36823587925859 0.220493977444417 15.6002 -0.608945793993736 14.9912542060063 5.84937778955174 0.7495 5.7784860140923
"116" 1980-04-25 23.24 32.5 22 68.25 2 68.25 116 11.7552880391292 34.7125204818163 9.86266467812688 0.838998129633022 27.25 4.90205621621115 2.64719766525022 3.77462694073069 2.57618288704869 1.19844405368199 0.221019431557221 17.8948 -0.723501166614954 17.171298833385 6.10009020243247 0.7555 6.67178550957723
"117" 1980-04-26 15.39 32.3 20.3 63.5 2 63.5 117 11.7491826697135 33.5762582296202 4.89610979868265 0.416719182629069 26.3 4.84703357077636 2.38457019313133 3.61580188195384 2.29603419504069 1.31976768691315 0.213248393785459 11.8503 -0.440144237699481 11.4101557623005 4.67884048199135 0.746 4.37758775931918
"118" 1980-04-27 8.44 27.8 22.3 87.5 1.333333 87.5 118 11.7431374228998 33.1205061373273 0.113368803594499 0.0096540472543073 25.05 3.74299841412614 2.69607677209296 3.21953759310955 2.81709539397086 0.402442199138694 0.19169170380298 6.4988 -0.0813401751419895 6.41745982485801 2.1202191591049 0.7335 2.42084920193144
"119" 1980-04-28 10.42 30.1 20 78.83 1.7 78.83 119 11.7371543007114 33.6664815333029 1.39687752404693 0.119013304950951 25.05 4.27629028173101 2.34067055899256 3.30848042036179 2.6080751153712 0.70040530499059 0.19698737176894 8.0234 -0.168111707245089 7.85528829275491 2.88660343883047 0.7335 2.96323918083552
"120" 1980-04-29 13.68 32.1 20 61 1.333333 61 120 11.7312353242224 34.6382393257227 3.40063272239872 0.289878484951808 26.05 4.79254819773338 2.34067055899256 3.56660937836297 2.17563172080141 1.39097765756156 0.21074673541711 10.5336 -0.347951585328431 10.1856484146716 4.05782294906075 0.7435 3.89470093524427
"121" 1980-04-30 16.06 33 23.5 64.25 0.666667 64.25 121 11.7253825326107 35.0824924899698 4.8725575776909 0.415556384974164 28.25 5.04199253116929 2.89956591164399 3.97077922140664 2.55122564975376 1.41955357165287 0.2307571057171 12.3662 -0.410269329161078 11.9559306708389 4.21460035853735 0.7655 4.7068791060997
"122" 1980-05-01 21.4 33.5 21 75.82 0.96 75.82 122 11.7195979821056 34.5229742081528 8.66962105861557 0.739754134216298 27.25 5.18538454146427 2.48981333854248 3.83759894000337 2.90966751631056 0.927931423692816 0.224706692762583 16.478 -0.568679128735999 15.909320871264 5.24449978765062 0.7555 6.1814529865234
"123" 1980-05-02 21.92 33.7 21 60.25 1.333333 60.25 123 11.7138837448293 33.3837192283718 9.52590567253107 0.813214974643741 27.35 5.24372483129779 2.48981333854248 3.86676908492013 2.32972837366438 1.53704071125575 0.226243648157908 16.8784 -0.772164271699978 16.1062357283 5.87772879929616 0.7565 6.26624605463604
"124" 1980-05-03 20.45 34.2 20.9 69.25 0.666667 69.25 124 11.7082419075314 32.6051902727276 8.83271540610613 0.754401512700587 27.55 5.39207453904996 2.47453437049372 3.93330445477184 2.7238133349295 1.20949111984234 0.229789173723169 15.7465 -0.625280761168501 15.1212192388315 5.08293215058539 0.7585 5.89857160765047
"125" 1980-05-04 13.34 32 21.2 72.25 1 72.25 125 11.7026745702168 32.8007929632033 3.66755934289838 0.313394969747539 26.6 4.76550561212473 2.52061886287571 3.64306223750022 2.63211246659391 1.01094977090631 0.214367905346062 10.2718 -0.313724440747169 9.95807555925283 3.54184876423104 0.749 3.83585070542419
"126" 1980-05-05 15.69 32.8 23.2 73.75 0.666667 73.75 126 11.697183844666 33.7103082051427 5.03999523658302 0.430872533381727 28 4.98560726601353 2.84747616210747 3.9165417140605 2.88844951411962 1.02809219994088 0.228034317758743 12.0813 -0.369023801636035 11.712276198364 3.97022333802104 0.763 4.59589718023802
"127" 1980-05-06 20.41 33.6 21.4 67 2 67 127 11.6917718528501 34.4372503183085 8.01288974880962 0.685344347260448 27.5 5.21448386487383 2.55175701516125 3.88312044001754 2.60169069481175 1.28142974520579 0.226943032351725 15.7157 -0.602660353776814 15.1130396462232 5.64536574247447 0.758 5.89149465523055
"128" 1980-05-07 16.86 33.2 20.9 63.5 2.666667 63.5 128 11.6864407252401 34.2537615181737 5.66111562237882 0.484417433457913 27.05 5.09893069494501 2.47453437049372 3.78673253271936 2.40457515827679 1.38215737444257 0.222063896181164 12.9822 -0.482149281210507 12.5000507187895 5.35100075469125 0.7535 4.84394822568405
"129" 1980-05-08 22 32.6 19.7 76.09 1.29 76.09 129 11.6811925990114 33.2504871686779 9.6169959982898 0.823288882258791 26.15 4.9297703989763 2.29747944287496 3.61362492092563 2.74960720233231 0.864017718593318 0.213362760119044 16.94 -0.655919774866028 16.284080225134 5.32474488423088 0.7445 6.2349416884863
"130" 1980-05-09 20.94 33.6 20.3 63.25 2 63.25 130 11.6760296161472 32.2513091305784 9.3239160873336 0.798551938789124 26.95 5.21448386487383 2.38457019313133 3.79952702900258 2.40320084584413 1.39632618315845 0.222982869743129 16.1238 -0.735867511033118 15.3879324889669 5.85249019858166 0.7525 5.95512987323018
"131" 1980-05-10 22.13 33.7 23.1 61.25 2 61.25 131 11.6709539214398 32.0730357737908 10.2701522103435 0.879975388427935 28.4 5.24372483129779 2.83029542747326 4.03701012938552 2.47266870424863 1.56434142513689 0.23434121880878 17.0401 -0.796648920455557 16.2434510795444 6.28712889686081 0.767 6.40734530297687
"132" 1980-05-11 22.21 34.2 19.8 58.25 1.333333 58.25 132 11.6659676603954 32.7952614562486 9.9681490305994 0.854463969109064 27 5.39207453904996 2.31179835858283 3.85193644881639 2.24375298143555 1.60818346738084 0.225973098754992 17.1017 -0.82816749108526 16.2735325089147 5.98460446623945 0.753 6.30204170359515
"133" 1980-05-12 22.15 34.1 19 63.93 1.58 63.93 133 11.6610729770432 33.6930369706928 9.50157896703542 0.814811723221433 26.55 5.36211667819212 2.1994012081777 3.78075894318491 2.41703919237811 1.3637197508068 0.22255468711132 17.0555 -0.74125285725641 16.3142471427436 5.89587060749647 0.7485 6.28005290726241
"134" 1980-05-13 22.65 32.8 18.1 52.25 2.666667 52.25 134 11.6562720116531 33.8891308802468 9.7529399442699 0.836711766379477 25.45 4.98560726601353 2.07869702322685 3.53215214462019 1.84554949556405 1.68660264905614 0.209664984748753 17.4405 -0.915546725803977 16.524953274196 6.88055970783515 0.7375 6.26767870614149
"135" 1980-05-14 21.62 33.1 18.6 60.5 1.333333 60.5 135 11.6515668983655 33.139138817505 9.37719920705924 0.804801559211292 25.85 5.07039221832173 2.14501810385595 3.60770516108884 2.18266162245875 1.42504353863009 0.213499195591638 16.6474 -0.790663685235116 15.8567363147649 5.6898768485076 0.7415 6.04685313123334
"136" 1980-05-15 17.45 33.3 20.2 68.5 0.666667 68.5 136 11.6469597627378 32.046928325789 6.86038459348139 0.589027929454164 26.75 5.12760852811486 2.36985765408901 3.74873309110194 2.56788216740483 1.18085092369711 0.220335324895549 13.4365 -0.531272471222106 12.9052275287779 4.37474984992225 0.7505 4.98104910532173
"137" 1980-05-16 17 32.7 22.2 65.25 0.666667 65.25 137 11.6424527192114 31.520652926167 6.73699676414745 0.578657859012013 27.45 4.95762056288681 2.67969686536044 3.81865871412362 2.49167481096567 1.32698390315796 0.223259970135613 13.09 -0.543630943673479 12.5463690563265 4.33726892486142 0.7575 4.88770691665749
"138" 1980-05-17 17.23 33.6 21.7 64.75 1.333333 64.75 138 11.6380478685062 31.9593634681626 6.72963430007751 0.578244253341544 27.65 5.21448386487383 2.59909455849997 3.9067892116869 2.52964601456727 1.37714319711963 0.228067859275102 13.2671 -0.537074495210214 12.7300255047898 4.77879326083844 0.7595 4.97234796217089
"139" 1980-05-18 19.37 33.7 20.6 63 0.666667 63 139 11.633747294946 32.8986698242206 7.88250607256663 0.677555208371341 27.15 5.24372483129779 2.42918815696604 3.83645649413191 2.41696759130311 1.41948890282881 0.224809722207692 14.9149 -0.636461912266296 14.2784380877337 4.9023629529198 0.7545 5.54044193341461
"140" 1980-05-19 22.04 33.9 21.4 71.25 0.666667 71.25 140 11.6295530637224 33.4300446287839 9.51965406017874 0.81857436893896 27.65 5.3026339997311 2.55175701516125 3.92719550744618 2.7981267990554 1.12906870839078 0.229259124003599 16.9708 -0.653209506535934 16.3175904934641 5.40866460654198 0.7595 6.37365084674706
"141" 1980-05-20 20.63 34 22 59.5 0.666667 59.5 141 11.6254672181037 33.015287939394 8.71589259283012 0.749724069520179 28 5.33230335959549 2.64719766525022 3.98975051242286 2.3739015548916 1.61584895753126 0.232296781842443 15.8851 -0.713791444419978 15.17130855558 5.27550364732393 0.763 5.9532214772096
"142" 1980-05-21 21.66 34.5 25 57.25 2 57.25 142 11.621491776594 31.9661816863383 9.9384927508994 0.85518218675814 29.75 5.4828212382175 3.17268747226404 4.32775435524077 2.47763936837534 1.85011498686543 0.248684886021794 16.6782 -0.789270488994166 15.8889295110058 6.50254504177004 0.7805 6.37781630571774
"143" 1980-05-22 21.08 34.3 20 55.75 0.666667 55.75 143 11.6176287300526 31.1620066678836 9.90901897218999 0.852929560966022 27.15 5.42217752754554 2.34067055899256 3.88142404326905 2.16389390412249 1.71753013914655 0.227444742895491 16.2316 -0.852452260385173 15.3791477396148 5.36890034495397 0.7545 5.96754872719168
"144" 1980-05-23 21.16 33.7 24.7 57.5 2 57.5 144 11.6138800387786 31.2608465670376 9.91558375126769 0.853770119732571 29.2 5.24372483129779 3.11633576288208 4.18003029708993 2.40351742082671 1.77651287626322 0.241188700125306 16.2932 -0.804127326536375 15.4890726734636 6.3129595957166 0.775 6.17350182270907
"145" 1980-05-24 18.3 33.2 19.2 63 1.333333 63 145 11.6102476295708 32.1120381090346 7.42776603790624 0.639759484456477 26.2 5.09893069494501 2.22704242507458 3.66298656000979 2.30768153280617 1.35530502720362 0.216195196366532 14.091 -0.622667475593073 13.4683325244069 4.95944469071663 0.745 5.16029540435134
"146" 1980-05-25 17.45 33.4 19.7 62.75 1.333333 62.75 146 11.6067333927702 32.8942651882143 6.5110897321116 0.560975212557853 26.55 5.15642628671968 2.29747944287496 3.72695286479732 2.33866292266032 1.388289942137 0.219387387867917 13.4365 -0.553689814007682 12.8828101859923 4.82431417757163 0.7485 4.95914576102498
"147" 1980-05-26 20.63 33.1 19.2 65.73 1.54 65.73 147 11.6033391792942 32.8528362722591 8.77100750191769 0.755903741706462 26.15 5.07039221832173 2.22704242507458 3.64871732169816 2.3983018955522 1.25041542614596 0.215434754764828 15.8851 -0.695163777241224 15.1899362227588 5.44043792450199 0.7445 5.81600958060544
"148" 1980-05-27 17.38 32.9 19.9 69.43 1.34 69.43 148 11.6000667976713 31.9744799204262 6.81059616857342 0.587116978493662 26.4 5.01373106822062 2.326195277485 3.66996317285281 2.54805543091171 1.1219077419411 0.216278525823202 13.3826 -0.531308923976728 12.8512910760233 4.59002127462199 0.747 4.93709885166311
"149" 1980-05-28 21.2 32.9 19.6 68.23 1.36 68.23 149 11.5969180110855 30.9964808994428 10.064932882885 0.867897218318166 26.25 5.01373106822062 2.28323817227039 3.6484846202455 2.48936105639351 1.159123563852 0.215257569769937 16.324 -0.759992073185086 15.5640079268149 5.39447024497087 0.7455 5.96724063914084
"150" 1980-05-29 21.6 32.5 19 70.48 1.44 70.48 150 11.5938945344405 30.7444968066093 10.4939761796113 0.905129518682284 25.75 4.90205621621115 2.1994012081777 3.55072871219443 2.50255359635463 1.04817511583979 0.210287197784456 16.632 -0.779790142855313 15.8522098571447 5.38702387269337 0.7405 6.03697443388233
"151" 1980-05-30 21.81 33.2 17.5 57.75 1.333333 57.75 151 11.5909980314515 31.3936977407247 10.3096230475487 0.88945084966576 25.35 5.09893069494501 2.00148717427206 3.55020893460853 2.05024565973643 1.49996327487211 0.210897317805843 16.7937 -0.899026413173436 15.8946735868266 5.76034680972721 0.7365 6.02044822115885
"152" 1980-05-31 20.84 33.9 17.5 52.5 1.333333 52.5 152 11.5882301117768 32.3142941113751 9.15275116356694 0.789831671901754 25.7 5.3026339997311 2.00148717427206 3.65206058700158 1.91733180817583 1.73472877882575 0.216370690418142 16.0468 -0.851829671949259 15.1949703280507 5.77117192819229 0.74 5.78277156484674
"153" 1980-06-01 21.21 33.5 19.5 55.25 2 55.25 153 11.5855923281965 32.6376247542858 9.26531024720121 0.799726935380912 26.5 5.18538454146427 2.26907418999473 3.7272293657295 2.05929422456555 1.66793514116395 0.219486842456514 16.3317 -0.828467196067695 15.5032328039323 6.20579845076802 0.748 5.96387218491842
"154" 1980-06-02 18.2 34 19.6 72.32 1.55 72.32 154 11.5830861738497 32.0341249309851 7.37018171862185 0.636288257550995 26.8 5.33230335959549 2.28323817227039 3.80777076593294 2.7537798179227 1.05399094801024 0.22372058532315 14.014 -0.528361919434672 13.4856380805653 4.79564363641374 0.751 5.20853873065949
"155" 1980-06-03 18.8 34.6 19.2 75.76 1.05 75.76 155 11.5807130795392 31.0066354548216 8.25292179093243 0.712643663153496 26.9 5.51336314042006 2.22704242507458 3.87020278274732 2.93206562820937 0.93813715453795 0.227216595536989 14.476 -0.543029006106046 13.932970993894 4.70036209883971 0.752 5.3884770106671
"156" 1980-06-04 18.6 34.4 18.3 67.23 1.34 67.23 156 11.5784744111137 30.4381310003784 8.361409826223 0.722151254935382 26.35 5.45242623090691 2.10500680868625 3.77871651979658 2.54043111625924 1.23828540353734 0.222772057000158 14.322 -0.635457796796678 13.6865422032033 4.93871443615109 0.7465 5.25445907384123
"157" 1980-06-05 19.77 33.1 20 56 0.666667 56 157 11.576371466937 30.8005865804715 9.07288603887573 0.783741785134362 26.55 5.07039221832173 2.34067055899256 3.70553138865714 2.075097577648 1.63043381100914 0.218126410907608 15.2229 -0.809966084716633 14.4129339152834 5.01561789634707 0.7485 5.54815596116037
"158" 1980-06-06 20 33.3 17.8 71.73 1.49 71.73 158 11.5744054754531 31.7336719169885 8.8022283318709 0.760490752681734 25.55 5.12760852811486 2.0397722006254 3.58369036437013 2.5705810983627 1.01310926600744 0.212562412422829 15.4 -0.650189395960386 14.7498106040396 5.0690328725757 0.7385 5.60197806741424
"159" 1980-06-07 20.38 33 23.5 52.25 3.333333 52.25 159 11.5725775928569 32.3692617961426 8.78612455224603 0.759219325318606 28.25 5.04199253116929 2.89956591164399 3.97077922140664 2.07473214318497 1.89604707822167 0.2307571057171 15.6926 -0.805909055792533 14.8866909442075 7.11967292226542 0.7655 5.86067755772099
"160" 1980-06-08 20.9 32.9 18.6 64.9 1.46 64.9 160 11.5708889008796 32.1096103876516 9.27743392826421 0.801790943439008 25.75 5.01373106822062 2.14501810385595 3.57937458603829 2.32301410633885 1.25636047969944 0.211983711662868 16.093 -0.748321099461854 15.3446789005381 5.45000464267518 0.7405 5.84369214472208
"161" 1980-06-09 21.2 33.1 19.7 67.88 1.48 67.88 161 11.5693404046961 31.1618545331178 9.95701271443041 0.860637889986256 26.4 5.07039221832173 2.29747944287496 3.68393583059834 2.50065564181016 1.18328018878819 0.21710196346459 16.324 -0.752694059265294 15.5713059407347 5.46492869806107 0.747 5.98205084797482
"162" 1980-06-10 15.59 32.6 19.3 57.5 2.666667 57.5 162 11.5679330309639 30.3510544575469 6.09990896600954 0.527311919050869 25.95 4.9297703989763 2.2409766698951 3.5853735344357 2.06158978230053 1.52378375213517 0.212016471642889 12.0043 -0.575970129199763 11.4283298708002 5.31171625489119 0.7425 4.36398939209272
"163" 1980-06-11 19.38 32.8 22.4 53.5 2 53.5 163 11.5666676260003 30.3804921012244 8.97363706456191 0.775818702042615 27.6 4.98560726601353 2.71254407232117 3.84907566916735 2.05925548300453 1.78982018616282 0.224783529675832 14.9226 -0.81864932035872 14.1039506796413 5.95951792505097 0.759 5.50537640529312
"164" 1980-06-12 20.6 33.1 19.7 66.44 1.85 66.44 164 11.5655449541056 31.2022372329547 9.48858286043841 0.820418138366245 26.4 5.07039221832173 2.29747944287496 3.68393583059834 2.44760696584954 1.2363288647488 0.21710196346459 15.862 -0.735902332592926 15.1260976674071 5.52959058938173 0.747 5.81101454959873
"165" 1980-06-13 16.73 32.9 20.8 54.25 0.666667 54.25 165 11.5645656960385 32.0611745108342 6.28684356713094 0.543629889126275 26.85 5.01373106822062 2.45933743252334 3.73653425037198 2.0270698308268 1.70946441954518 0.21945207495432 12.8821 -0.60510683459307 12.2769931654069 4.41492413651549 0.7515 4.74488247281313
"166" 1980-06-14 19.73 34.2 18.3 69.76 1.06 69.76 166 11.5637304476509 32.1720934763496 8.40138349139244 0.726528824709772 26.25 5.39207453904996 2.10500680868625 3.7485406738681 2.61498197409039 1.13355869977771 0.221160794035721 15.1921 -0.62019830685481 14.5719016931452 5.00231510719253 0.7455 5.58686710915187
"167" 1980-06-15 17.89 34.5 19.8 55.25 0.666667 55.25 167 11.563039718686 31.4228980728365 7.38485200666357 0.63866009166513 27.15 5.4828212382175 2.31179835858283 3.89730979840017 2.15326366361609 1.74404613478407 0.228375620699931 13.7753 -0.66548942049256 13.1098105795074 4.69753102945412 0.7545 5.08698107086544
"168" 1980-06-16 16.45 33.5 19.8 58.75 0.666667 58.75 168 11.5624939317462 30.4743583124725 6.70157700219572 0.579596153023334 26.65 5.18538454146427 2.31179835858283 3.74859145002355 2.20229747688883 1.54629397313471 0.220493977444417 12.6665 -0.598463718411932 12.0680362815881 4.2839399487797 0.7495 4.65171078499727
"169" 1980-06-17 19.4 32.1 19.4 66.61 1.77 66.61 169 11.5620934214335 30.1676814400346 9.08947708619271 0.786144580819846 25.75 4.79254819773338 2.25498714058678 3.52376766916008 2.34718164442753 1.17658602473255 0.208690465775737 14.938 -0.729064825163882 14.2089351748361 5.16907341121142 0.7405 5.41116848415402
"170" 1980-06-18 20.7 33 18.2 61.66 1.74 61.66 170 11.561838433668 30.7709146913564 9.7746830769227 0.845426368220028 25.6 5.04199253116929 2.09181570104797 3.56690411610863 2.19935307799258 1.36755103811605 0.211486289114454 15.939 -0.818095339736996 15.120904660263 5.62104122033662 0.739 5.74680782259481
"171" 1980-06-19 19.96 32.7 18.8 68.91 1.33 68.91 171 11.561729125185 31.7391001798835 8.76095370136433 0.757754623595208 25.75 4.95762056288681 2.17206069313196 3.56484062800939 2.45653167676127 1.10830895124812 0.21112295727853 15.3692 -0.678213126958017 14.690986873042 5.08342195130333 0.7405 5.59474754373647
"172" 1980-06-20 19.17 33.3 19 56.75 1.333333 56.75 172 11.5617655632141 32.202731643581 7.98434982660205 0.690582228375721 26.15 5.12760852811486 2.1994012081777 3.66350486814628 2.07903901267301 1.58446585547327 0.216307870208351 14.7609 -0.720776698003999 14.040123301996 5.3149258974763 0.7445 5.37576263914424
"173" 1980-06-21 19.56 33.5 24.5 55 0.666667 55 173 11.5619477253415 31.7468295070458 8.46622505572758 0.732249034232469 29 5.18538454146427 3.07925484848314 4.1323196949737 2.27277583223554 1.85954386273817 0.238794068139254 15.0612 -0.735119784486066 14.3260802155139 5.1329622412867 0.773 5.69523086053317
"174" 1980-06-22 16.56 33.7 20.2 57.25 0.666667 57.25 174 11.5622754995561 30.7827911621611 6.65901306461659 0.575925825748766 26.95 5.24372483129779 2.36985765408901 3.8067912426934 2.17938798644197 1.62740325625143 0.223409184703607 12.7512 -0.60256789062639 12.1486321093736 4.34854412328804 0.7525 4.70152062632759
"175" 1980-06-23 14.08 33.3 19.2 67.34 1.02 67.34 175 11.562748684479 30.1799100703458 5.00749156875816 0.433071037467057 26.25 5.12760852811486 2.22704242507458 3.67732547659472 2.47631097593889 1.20101450065584 0.216959156399456 10.8416 -0.424498001562911 10.4171019984371 3.81307887926119 0.7455 3.99391690620078
"176" 1980-06-24 16.9 33.3 20.3 72.35 1.54 72.35 176 11.5633669897747 30.486505385608 7.03847412274804 0.608687255967231 26.8 5.12760852811486 2.38457019313133 3.7560893606231 2.71753065241081 1.03855870821229 0.220684112027624 13.013 -0.516099793127501 12.4969002068725 4.49327261390818 0.751 4.82665991418578
